Title,Singer,Lyric
Romance,CHEEZE (치즈),빨간 풍선에 가득 담긴 꽃잎에 짙은 향기 품고서 무표정으로 내게 다가와 귓가에 깊이 색을 물들여 그저 웃음 짓네 차가운 기억에 머무는 듯해 나란히 겹쳐지는 따뜻한 기억에도 어두운 곳에 갇혀있는 듯해 두 눈이 멈춰있는 그곳에 walking through the night 곁에 함께 존재했던 그대 뒷모습이 아직도 내게는 달콤했던 순간인지 긴 악몽인지 어지럽게 날 뒤흔드는 가위처럼 혼자서는 잠이 들고 깨기가 예전처럼 쉽지가 않아 은근하게 날 조여오는 매 순간에 갈 곳을 잃은 내 기억 속은 walking through the night 곁에 함께 존재했던 그대 뒷모습이 아직도 내게는 달콤했던 순간인지 긴 악몽인지 어지럽게 날 뒤흔드는 가위처럼 walking through the night 곁에 함께 존재했던 그대 뒷모습이 아직도 내게는 달콤했던 순간인지 긴 악몽인지 어지럽게 날 뒤흔드는 가위처럼
안아줘요,10CM,비 오는 날 어느 그날 밤 같은 우산 아래 약속한 주기로 했던 거 잊었나요 힘이 들고 어지러운 날 내가 비틀비틀 거리면 주기로 했던 거 잊었나요 줘요 주세요 지금 달라니까요 줘요 주세요 그냥 달라니까요 안아줘요 안아줘요 안아줘요 안아달라니까요 안아줘요 안아줘요 안아줘요 안아달라니까요 출근부터 퇴근 때까지 나를 미워하는 상사의 싫은 소릴 줄창 들었어요 울음보가 터지기 전에 커피 한잔 하고 싶은데 불러낼 사람 하나 없어요 줘요 주세요 지금 달라니까요 줘요 주세요 그냥 달라니까요 안아줘요 안아줘요 안아줘요 안아달라니까요 안아줘요 안아줘요 안아줘요 안아달라니까요 허리가 끊어지도록 쇄골이 부서지도록 뒷목이 뻐근하도록 온몸이 빨개지도록 안아 안아 안아 달라니까요 안아 안아 안아 달라니까요 안아 안아 안아 달라니까요 안아 안아
공드리,혁오 (HYUKOH),새벽 그림자 사이에 뜀박질 하는 불빛은 모닥불 같아 선선한 아침의 노을 저기 아래는 우리의 보금자리야 지금의 침묵은 기회일까 내 기댈까 또 그냥 나만의 생각일까 가만히 앉아 있어야 하나 나서볼까 괜히 또 나서는 건 아닐까 반쯤 뜬 태양 위에다 다릴 포개고 앉아서 그냥 가만히 있자 따뜻한 이불 속같이 햇살이 우릴 덮으면 녹아버릴 거야 한밤만 자고 일어나면 금방 돌아올 거야 우리의 어린 밤을 지켜줬던 그 빛일 거야 또 보러 가자 Sitting on the sunshine sunshine is over me she gets over me make us feel alive sunshine is over me she gets over me She will love all the above past and present fast forward who will define whatever they say we stay the same eh eh eh eh eh 어제도 오늘도 내일도 우리는 앞으로 이렇듯 이렇게 Sitting on the sunshine sunshine is over me she gets over me make us feel alive sunshine is over me she gets over me She will love all the above past and present fast forward who will define whatever they say we stay the same eh eh eh eh eh
100 (Feat. 천재노창),블랙넛 (Black Nut),엄마한테 말했지 내가 다시 이 집에 돌아올 땐 버스 한 가득 창녀들을 태운 뒤에 정기가 다 빨린 채 폐병 환자같은 몰골을 하고선 돈다발과 함께 돌아올테니 이사 갈 준비해 놔 나 금방 갔다올게 꺼져 랩퍼들 나 우리 엄마 빚 갚아야 해 밥그릇들 치워 너희들을 눕히는 건 주사기 든 간호사보다 더 쉬워 내가 거품이라면 너희 돈은 스푼이지 빨리들 걷어 내 허나 이 바닥을 치는 실력으로 난 딱지치기처럼 다 뒤집었네 넌 내가 자녹게에서 허우적대던 때부터 날 기억해 허나 점차 수면 위로 떠올라갔지 moon swings의 뱃살 꽉 쥐고 yeah 그래 알아 날 띄운 건 내 실력이 아닌 삼행시처럼 그저 운이란 걸 근데 또 없어 지금 나만큼 뚜렷한 작업물 없이 spotlight 받는 놈 난 여성부 장관같은 놈 이 바닥에 대들보지 get it 목욕탕 때밀이처럼 박수를 쳐 줘 그럼 내가 뒤집을테니 fuck hilite fuck grandline fuck aomg fuck illionaire 내 포부는 내 팀마저도 낭떠러지로 싹 다 밀어내지 내가 최고야 다 엿 처먹어 증명해줄게 허풍 0퍼 니가 걷는 길을 다 가시밭길로 만들게 마치 럴커처럼 uh 비속어 양해를 구해야 해 야 개 씨발 찬경하지 않는다면 넌 신의 저주를 받게 돼 진짜 갇뎀 카니예 니 이름 앞에 갇 떼 빈말 안해 모두 다 외치거라 그 분의 존함 갓대웅 갇뎀 갓대웅 찬양 경배해 Black Nut VS DO VJ San E 가리온 Sean2slow PType Drunken Tiger T 리쌍 Dynamic Duo TBNY and Epik High ESens Jtong Simon D Gray Crush Loco Elo ZionT Beenzino Dok2 and The Quiett Mad C Soul Dive Outsider 배치기 취랩 MC Sniper DOC 물론 제외할게 스트리트 파이터는 Paloalto BFree Okasian 화지 긱스 Crucial Star and Takeone Basick Jay Moon Innovator Kid Ash Reddy Huckleberry P JJK Double K Sool J JerryK RhymeA Minos Fana Kim Dead'P Addsp2ch Ignito 깐모 한해 Andup Uglyduck Zico Rimi Kittib Jolly V Tymee Kebee GD DG YDG Illinit Bizzy 주석 Skull Masta Wu 진돗개 Qwala 넉살 New Champ Young Jay Deep Odee Wutan Row Digga Sleeq Don Mills Qim Isle Olltii와 Swings Vasco C Jamm 노창 Giriboy 그 외의 랩퍼들 다 꺼져 내가 이기죠
Vineyard (빈야드),우효,멀리멀리 아주 멀리 날아가 버린 거짓말처럼 사라져버린 몰래 몰래 그린 그림을 지워가요 you’ll never know 아직은 좀 선명하죠 Don’t ask Don’t think Don’t guess Don’t say anything 웃어줘요 Don’t raise your voice Don’t say goodbye here here 비가 내리면 바람이 불면 걷다가 보면 그대로인 내가 미워요 그대만의 내가 미워요 우우우우 우우우우 우우아아 never ever never ever 비가 내리면 바람이 불면 걷다가 보면 그대로인 내가 오오 yeah 미워요 우우우우 우우우우 우우아아 never ever never ever
Fine Thank You And You?,10CM,너의 얘길 들었어 너는 벌써 30평에 사는구나 난 매일 라면만 먹어 나이를 먹어도 입맛이 안 변해 I'm fine thank you Thank you And you 우리 옛날에 사랑을 했다니 우스워 좋은 차를 샀더라 네가 버릇처럼 말한 비싼 차 나도 운전을 배워 이리도 어려운 건지 모르고 I'm fine thank you Thank you And you 우리 옛날에 사랑을 했다니 우스워 나는 정말로 괜찮아 행복해 내 걱정 말고 잘살아 I'm fine thank you Thank you And you 우리 옛날에 사랑을 했다니 우스워
좋다,데이브레이크 (DAYBREAK),사랑노래가 너무 많아서 어떤 노래로 고백을 할까 처음본 순간 falling love with you 미칠 것 같은데 널 사랑하는데 니가 있어 좋다 사랑해서 좋다 다른 말로 설명할 수 없는 이 기분 너무나도 좋다 너와 함께하는 이 순간 영원히 간직할 이 기분 멋진 말들로 꾸며댈수록 나의 마음을 가릴 것 같아 빼고 더 빼고 줄여갈수록 보석과도 같이 남아있는 이 한마디 좋다 사랑해서 좋다 다른 말로 설명할 수 없는 이 기분 너무나도 좋다 너와 함께하는 이 순간 영원히 간직할 이 기분  왠지 서툴러보이는 작은 두 글자로 나의 마음을 전할게 니가 있어 좋다 사랑해서 좋다 다른 말로 설명할 수 없는 이 기분 너무나도 좋다 너와 함께하는 이 순간 영원히 간직할 이 기분 좋다 좋다  좋다  영원히 간직할 이 기분
잘 지내자 우리,짙은,마음을 다 보여줬던 너와는 다르게 지난 사랑에 겁을 잔뜩 먹은 나는 뒷걸음질만 쳤다 너는 다가오려 했지만 분명 언젠가 떠나갈 것이라 생각해 도망치기만 했다 같이 구름 걸터앉은 나무 바라보며 잔디밭에 누워 한 쪽 귀로만 듣던 달콤한 노래들이 쓰디쓴 아픔이 되어 다시 돌아올 것만 같아 분명 언젠가 다시 스칠 날 있겠지만 모른 척 지나가겠지 최선을 다한 넌 받아들이겠지만 서툴렀던 나는 아직도 기적을 꿈꾼다 눈 마주치며 그땐 미안했었다고 용서해달라고 얘기하는 날 그때까지 잘 지내자 우리 우리 지금 생각해보면 그까짓 두려움 내가 바보 같았지 하며 솔직해질 자신 있으니 돌아오기만 하면 좋겠다 분명 언젠가 다시 스칠 날 있겠지만 모른 척 지나가겠지 최선을 다한 넌 받아들이겠지만 서툴렀던 나는 아직도 기적을 꿈꾼다 눈 마주치며 그땐 미안했었다고 용서해달라고 얘기하는 날 그때까지 잘 지내자 우리 우리 눈 마주치며 그땐 미안했다고 용서해달라고 이야기 하는 날 그때까지 잘 지내자 우리
봄날 벚꽃 그리고 너,에피톤 프로젝트,벚꽃이 지고나서 너를 만났다  정확히 말하자면 길가에  벚꽃이 내려앉을 그 무렵 우리는 만났다    우리는 누가 먼저랄 것도 없이  이끌렸었고 또 그렇게 사랑했었다    비상하지 못한 기억력으로  너의 순서없는 역사를 재조합해야 했으며  전화기 속 너의 말들은 오롯이 기록하려 했다    사람이 사람을 알아나간다는 것은  한줄의 활자를 읽어나가는 것 보다 값진 것    나는 너를 너는 나를  그렇게 우리는 서로를 알아나가며  이해하고 이해받으며  때론 싸우고 또 다시 화해하며  그게 사랑이라고 나는 믿었었다    벚꽃이 피기 전 너와 헤어졌다  겨울이 지나고 봄이 오면  그래서 벚꽃이 피어나면 구경가자던  너의 목소리가 아직도 귓가에 맴돈다    계절을 추운 겨울을 지나  또 다시 봄이라는 선물상자를 보내주었다  우리는 봄에 만나 봄에 헤어졌고  너는 나에게는 그리움 하나를 얹어주었다
Ohio,혁오 (HYUKOH),Look back in bitterness going back to broken piece of past staying in memories hesitating stepping forward to real I’m stupid wanderer wandering poor fellow give up now to live in the peace that we made before Ohio gentle wave on an ocean of recall oh hi oh hi I watch your pain oh hi oh hi the same as mine Long story truly short rewind it ever over again hard to fine the rest world without you never can stand I’m stupid blind old man deny such a bright light give up glow to live in the peace that we made before Ohio gentle wave on an ocean of recall oh hi oh hi I watch your pain oh hi oh hi the same as mine Take me from your breath let me down to back to real I’ll erase you set me free from you know it’s hard to try oh hi oh hi I watch your pain oh hi oh hi the same as mine oh hi oh hi I watch your pain oh hi oh hi the same as mine
습관 (Bye Bye),롤러 코스터,얼마나 많이 기다렸는지 너를 내게서 깨끗이 지우는 날 습관이란게 무서운 거더군 아직도 너의 사진을 물끄러미 바라보면서 사랑해 오늘도 얘기해 믿을 수 없겠지만 안녕 이젠 그만 너를 보내야지 그건 너무 어려운 얘기 참 신기한 일이야 이럴수도 있군 너의 목소리도 모두다 잊어버렸는데 습관이란게 무서운거더군 아무 생각없이 또 전활 걸며 웃고 있나봐 사랑해 오늘도 얘기해 믿을수 없겠지만 안녕 이제 그만 너를 보내야지 그건 너무 어려운 얘기 라라라 라라 라라라 라라 습관이란게 무서운 거더군 아직도 너의 사진을 물끄러미 바라보면서 사랑해 오늘도 얘기해 믿을 수 없겠지만 안녕 이제 그만 너를 보내야지 그건 너무 어려운 얘기 안녕 이제 그만 너를 보내야지 그건 너무 어려운 얘기 바이 바이...
사랑한대,스탠딩 에그,제발 stop 누가 날 좀 붙잡아줘 이러다 넘어 지겠어 내 떨리는 맘이 세상을 흔들고 있어 이제껏 한번도 느껴본 적 없어 살면서 누구도 내게 가르쳐 준 적 없어 내 심장이 터질 것 같아 더 이상 못참겠어 사랑한대 아껴준대 지켜준대 원하는걸 다 준다해도 나 하나 가지는게 더 좋대 오직 나만 한 사람만 바라본대 온 세상을 가진다해도 내가 없는 세상이라면 아무런 의미없대 제발 stop 누가 날 좀 꼬집어줘 꿈에서 깨라고 해줘 내 떨리는 눈이 세상을 흔들고 있어 이제껏 한번도 느낀적 없어도 살면서 누구도 가르쳐 준적이 없어도 알 것 같아 사랑이란건 하늘을 나는거야 사랑한대 아껴준대 지켜준대 원하는걸 다 준다해도 나 하나 가지는게 더 좋대 오직 나만 한 사람만 바라본대 온 세상을 가진다해도 내가 없는 세상이라면 아무런 의미없대 네가 아닌 것 같아 장난을 치는 것 같아 너무 꿈만 같은걸 사랑할래 아껴줄래 지켜줄래 원하는걸 다 준다해도 너 하나 가지는게 더 좋아 오직 너만 한 사람만 바라볼래 온 세상을 가진다해도 니가 없는 세상이라면 아무런 의미없어
언젠가 설명이 필요한 밤,안녕하신가영,너의 웃는 모습은 내가 아는 모든 것들을 전부 있게 만들었지만 널 꿈꾸던 순간은 어느샌가 많은 것들에 조금씩 잊어야 했나 봐 수없이 많은 밤을 뜬 눈으로 지새워도 이유가 없는 밤이었지 수많은 밤이 지나 이유를 모르던 밤들은 한낱 꿈이 돼 버렸지 이루어질 수조차도 없는 눈을 뜨면 더 어두운 밤 눈을 감으면 환하게 빛나는 밤 쉽게 잠들지 못하는 밤은 항상 언젠가 설명이 필요한 밤 눈을 뜨면 네가 없어서 눈을 감아야 너를 볼 수 있는 밤 너를 생각하면 언젠가 설명이 필요한 밤 수없이 많은 밤을 뜬 눈으로 지새워도 이유가 없는 밤이었지 수많은 밤이 지나 이유를 모르던 밤들은 한낱 꿈이 돼 버렸지 이루어질 수조차도 없는 눈을 뜨면 더 어두운 밤 눈을 감으면 환하게 빛나는 밤 쉽게 잠들지 못하는 밤은 항상 언젠가 설명이 필요한 밤 눈을 뜨면 네가 없어서 눈을 감아야 너를 볼 수 있는 밤 너를 생각하면 언젠가 설명이 필요한 밤
퇴근시간,CHEEZE (치즈),나는 매일 똑같은 밥을 먹는 것도 아니고 나는 매일 똑같은 얘길 하는 것도 아니고 어쩌면 오늘이 특별한 날일 수도 있는데 나는 왜 또 이리 외로운지 가끔 만나는 사람들이 내게 이런 말을 해 얼굴이 많이 좋아졌네 무슨 좋은 일 있니 좋았던 일도 있었고 안 좋은 일도 있었죠 근데 왜 안 좋은 일은 안 묻나요 그대가 아는 것만큼 난 좋은 애가 아니에요 나쁜 생각도 잘하고 속으로 욕도 가끔 해요 웃는 내 모습이 좋다면 슬픈 나도 좋아해 줘요 난 그대 우는 모습도 좋거든요 우린 완벽하지 않고 가끔 억지도 부리는 걸 때론 마음이 너무 아파 푹 주저앉고서 울곤 해 지금이 그렇다면 내게 모두 말해주세요 그대를 내 어깨에 기대 찬 바람에 얘길 떠나 보내요 그대를 만난 날만큼 난 밝은 애가 아니에요 나쁜 생각도 잘하고 속으로 가끔 울곤 해요 웃는 내 모습이 좋다면 슬픈 나도 좋아해 줘요 난 그대 모든 모습이 좋거든요 우린 완벽하지 않고 가끔 억지도 부리는 걸 때론 마음이 너무 아파 푹 주저앉고서 울곤 해 지금이 그렇다면 내게 모두 말해주세요 그대를 내 어깨에 기대 찬 바람에 얘길 떠나 보내요 내가 뭘 잘못했는지 이젠 기억조차 안 나는 이 무거운 새벽공기에 쌀쌀해진 난 슬퍼져 하염없이 말 없는 전화기에 눈을 떼지 못하고 먼저 다가가기엔 내 맘이 어려워지는 걸
입맞춤,멜로망스,두 눈을 마주 보고 수줍게 웃는 그대의 미소를 허락 삼아 그대에게 다가가요 나에게 언제나 응큼한 짓 하지 말라며 주의를 주던 그대도 어느샌가 심장박동이 목까지 차올라요 저 달빛의 영롱함에 취한 걸까요 어느새 우리 입술이 가까워져요 별들도 부끄러운 듯 구름 뒤에 숨었네요 그대 입술 좀 빌려줘요 두 팔은 내 어깨 위에 뛰는 심장은 함께 포개요 사랑의 밀어를 나눠요 입술은 맞댄 채로 그대 입술을 빌려줘요 그대 입술 좀 빌려줘요 두 팔은 내 어깨 위에 뛰는 심장은 함께 포개요 사랑의 밀어를 나눠요 입술은 맞댄 채로 그대 입술을 빌려줘요 그대 입술을 빌려줘요
고백,스탠딩 에그,oh oh oh 너의 손이 스칠 때 oh oh oh 내 어깨에 기댈 때 네 곁에서 걷는 게 싫어 한 번씩 너의 손이 스치잖아 그때마다 잡고 싶은데 하지만 난 그러면 안되잖아 네 옆에 앉는 것도 싫어 내 어깨에 기대 잠들 거잖아 그렇게 네가 깰 때까지 서로 다른 꿈을 꾸는 거잖아 난 그게 잘 안돼 내 맘 숨긴 채 네 곁에 있어주는 게 이제 난 안돼 네 맘 편하게 친구로 있어주는 게 oh oh oh 너의 손이 스칠 때 oh oh oh 내 어깨에 기댈 때 내 앞에서 우는 게 싫어 널 보는 내 맘이 더 아프니까 모든 걸 해주고 싶지만 그 사람이 내가 될 순 없잖아 아무렇지 않게 이대로 조금 더 곁에 있고 싶지만 더 이상 내 맘을 숨긴 채 너의 눈을 바라볼 수가 없어 난 그게 잘 안돼 내 맘 숨긴 채 네 곁에 있어주는 게 이제 난 안돼 네 맘 편하게 친구로 있어주는 게 oh oh oh 너의 손이 스칠 때 oh oh oh 내 어깨에 기댈 때 나 너에게 갈게 이젠 말할게 너의 손을 잡고 싶어 나 너에게 갈게 이젠 말할게 같은 꿈을 꾸고 싶어 난 그게 잘 안돼 내 맘 숨긴 채 네 곁에 있어주는 게 이제 난 안돼 네 맘 편하게 친구로 있어주는 게 oh oh oh 너의 손이 스칠 때 oh oh oh 내 어깨에 기댈 때 oh oh oh 너의 손이 스칠 때 oh oh oh 내 어깨에 기댈 때
Hooka,혁오 (HYUKOH),Hooka  저기 수근거리는 사람들의 고민거리는 뭘까 지금 날 보고 웃는 건지 아니면 나를 안 보는 건지 언제부턴가 주위에 남는 친구가 많아 어깨에 슬쩍 손을 올리는 너희들은 도대체 누구야 Then you gotta stay the same I know you're trying to sit on me 'cause I'm really good at this to downtown I deserve to go there's no reason not to go for what I said so long ago that's not a fault of yours I wanna wanna be like this Why always try to leave me alone I keep my head up and keep my mouth shut why always need to wait for so long I keep my way do things my own way 그냥 뭐랄까 나는 늘 항상 어려웠었어 나도 나를 잘 모르는데 어떻게 날 그리도 잘 알까 다시 또 너 몰래 스쳐서 쉽게 버려진 데도 거꾸로 웃음을 지어줄게 너희들 품엔 내가 있잖아 Then you gotta stay the same I know you're trying to sit on me 'cause I'm really good at this to downtown I deserve to go there's no reason not to go for what I said so long ago that's not a fault of yours I wanna wanna be like this Why always try to leave me alone I keep my head up and keep my mouth shut why always need to wait for so long I keep my way do things my own way
그래 너,스탠딩 에그,나 오늘 고백할 거야 그러니까 날 좀 도와줘 머리부터 발끝까지 이상한 게 있나 좀 봐줘 셔츠가 안 어울리면 니트로 바꿔 입고 올까 어떻게 말하면 좋을까 네가 먼저 들어줘 Just like you girl Just like you girl 정말 아직도 모르겠니 Girl Just like you girl 얼마나 더 말해야겠니 첫눈에 반했다고 운명이라고 우겨볼까 오랫동안 좋아했다고 그냥 솔직하게 말할까 네가 그녀라면 어떻게 할 거야 모른 척 할거야 웃어 넘길 거야 그래 너 지금 너 말야 더 이상은 돌려 말하기 싫어 Just like you girl Just like you girl 정말 아직도 모르겠니 Girl Just like you girl 얼마나 더 말해야겠니 Just like you girl Just like you girl 너 말고 또 누가 있겠어 Girl Just like you girl 네가 아니면 안 되겠어 Just like you girl Just like you girl 너 말고 또 누가 있겠어 Girl Just like you girl 네가 아니면 안 되겠어 Girl Just like you girl I like you girl only you girl Girl Just like you girl I like you girl only you girl Girl Just like you girl I like you girl only you girl Girl Just like you girl I like you girl only you girl Girl Just like you girl I like you girl only you girl Girl Just like you girl I like you girl only you girl
백야,짙은,너와 내가 떠난 이 알 수 없는 여행 너를 바라보다 잠이 들었는데 밤이 찾아와도 어둠이 내리지 않는 꿈같은 곳으로 날 데려온 거야 빛나는 하늘과 떨리는 두 손과 나를 바라보는 너의 그 깊은 미소가 난 울지 않을래 피하지 않을래 어둠 속의 빛으로 내게 머물러 날아가는 새들 길을 묻는 사람들 모든 것이 아직 잠들지 않았네 어둠 속에 묻혀 있던 빛나던 이 땅 모두가 꿈같은 세계로 빛을 내고 있구나 빛나는 하늘과 떨리는 두 손과 나를 바라보는 너의 그 깊은 미소가 난 울지 않을래 피하지 않을래 어둠 속의 빛으로 넌 내게 머물러 오 그대는 보리 오 우리는 만나리 오 지지 않으리 오 날아가는 새들 길을 묻는 사람들 모든 것이 아직 잠들지 않았네 어둠 속에 묻혀있던 빛나던 이 땅 모두가 꿈같은 세계로 빛을 내고 있구나 빛나는 하늘과 떨리는 두 손과 나를 바라보는 너의 그 깊은 미소가 난 울지 않을래 피하지 않을래 어둠 속의 빛으로 넌 내게 머물러
오리 날다 (영화 '권순분여사 납치사건' CF 테마송),체리 필터,난나 나나난나 난나나 난나 나나난나 난나나 쭈쭈쭈 쭈쭈쭈 쭈쭈쭈 쭈쭈쭈 쭈쭈쭈 쭈쭈쭈 나는 꿈을 꾸었죠 네모난 달이 떴죠 하늘위로 올라가 달에게 말을했죠 늦은밤 잠에서 깨어 날개를 흔들었죠 오리는 날수없다 엄마에게 혼났죠 이제는 하늘로 날아갈래요 하늘위 떠있는 멋진 달되고 싶어 날아올라 저 하늘 멋진 달이 될래요 깊은밤 하늘에 빛이 되어 춤을 출꺼야 날아올라 밤하늘 가득 안고 싶어요 이렇게 멋진 날개를 펴 꿈을 꾸어요 난 날아올라 쭈쭈쭈 쭈쭈쭈 쭈쭈쭈 쭈쭈쭈 쭈쭈쭈 쭈쭈쭈 나는 꿈을 꾸었죠 달님이 말을 했죠 어서 위로 올라와 나와 함께 놀자고 늦은밤 잠에서 깨어 날개를 흔들었죠 엄마도 날수없다 오늘도 혼이났죠 이제는 하늘로 날아갈래요 하늘위 떠있는 멋진 달되고 싶어 날아올라 저 하늘 멋진 달이 될래요 깊은밤 하늘에 빛이 되어 춤을 출꺼야 날아올라 밤하늘 가득 안고 싶어요 이렇게 멋진 날개를 펴 꿈을 꾸어요 난 날아올라 날아올라 날아올라 저 하늘로 깊은밤 하늘에 빛이 되어 춤을 출꺼야 날아올라 날아올라 날아올라 저 하늘로 이제는 날개를 활짝펴고 날아갈꺼야 날아올라 저 하늘 멋진 달이 될래요 깊은밤 하늘에 빛이 되어 춤을 출꺼야 날아올라 밤하늘 가득 안고 싶어요 이렇게 멋진 날개를 펴 꿈을 꾸어요 난 날아올라 쭈쭈쭈 쭈쭈쭈 쭈쭈쭈 쭈쭈쭈
짝사랑,10CM,그대의 표정이 너무 차가와서 나의 말은 닿기도 전에 얼어붙네 그대의 말투가 너무 건조해서 나의 맘은 열기도 전에 시들었지 혼자 나누는 사랑도 아름답지만 오늘 같은 새벽에 이런 뻔한 노랠 누가 듣는다고 그대여 먼저 잠들지 말고 오늘밤 나를 생각해주오 아직도 뒤척이는 나처럼 한번쯤은 그대의 마음이 너무 뾰족해서 내 맘대로 만지기엔 겁이 나네 그대의 대답은 너무 당연하고 나도 같이 끄덕이며 웃어버렸지 혼자 내뱉는 사랑도 의미는 있지만 오늘 같은 새벽에 이런 뻔한 노랠 누가 듣는다고 그대여 먼저 잠들지 말고 오늘밤 나를 생각해주오 아직도 뒤척이는 나처럼 한번쯤은 그대여 나를 생각해주오 오늘밤 나를 걱정해주오 여전히 뒤척이는 나처럼 한번쯤은 한번쯤은
밤이 깊었네,크라잉넛 (CRYING NUT),밤이 깊었네 방황하며 춤을 추는 불빛들 이밤에 취해 [술에 취해] 흔들리고 있네요. 벌써 새벽인데 아직도 혼자네요 이 기분이 나쁘지는 않네요.항상 당신곁에 머물고 싶지만 이밤에 취해 [술에 취해] 떠나고만 싶네요. 이 슬픔을 알랑가 모르겄어요. 나의 구두여 너만은 떠나지 마요. 하나둘 피어오는 어린시절 동화같은 별을 보면서 오늘밤 술에 취한 마차타고 지친달을 따러가야지. 밤이 깊었네 방황하며 노래하는 불빛들 이밤에 취해 [술에 취해] 흔들리고 있네요  가지마라 가지마라 나를 두고 떠나지마라. 오늘 밤 새-빨간 꽃잎처럼 그대 발에 머물고 싶어. 딱 한 번만이라도 [가지마라 가지마라] 날 위해 웃어준다면 [나를두고 떠나가지마라] 거짓말이었대도 [가지마라 가지마라] 저별을 따다줄텐데 [나를두고 가지마라] 아침이 밝아오면 [가지마라 가지마라] 저 별이 사라질텐데 [나를 두고 떠나가지마라] 나는 나는 어쩌나 [가지마라] 차라리 떠나가주오. 워-어-오- 하나둘 피어오는 어린시절 동화같은 별을 보면서 오늘밤 술에 취한 마차타고 지친달을 따러가야지. 가지마라 가지마라 나를 두고 떠나지마라. 오늘 밤 새-빨간 꽃잎처럼 그대 발에 머물고 싶어. 날 안아 주어...
너를 잊을 수 있을까,어쿠스틱 콜라보,시간은 생각보다 앞서 흘러가곤 해 나만 여기 남겨져 있어 혼자 걷다 자꾸 멈추곤 해 아직 네가 있는 듯 한데 돌아보면 없어서 아무리 마음 아파도 좋았던 일만 자꾸 떠올라 나를 괴롭혀 어쩌다 이렇게나 멀어지고 만걸까 곧 괜찮아진다 해도 아직은 차마 널 보낼 수 없는 나를 잠깐 기다려 줄래 조금만 천천히 가줘 시간은 생각보다 더디 흘러가곤 해 전혀 괜찮아지지가 않아 떠난 너를 붙잡지도 보내지도 못해 울지도 못해 정말 이게 끝인거니 아무리 마음 아파도 어느새 모두 흐려지겠지 우리 추억이 어쩌다 이렇게나 멀어지고 만걸까 곧 괜찮아진다 해도 네 빈자리가 낯설기만 해 조금 천천히 돌아서줄래 아마 그럴 순 없겠지 정말 고맙고 미안했다고 못다 전한 말이 너무 많은데 너를 잊을 수 있을까 너를 지우려 할수록 더 선명하게 떠올라 나를 괴롭히는데 모든 기억이 그립기만 해 너 다시 돌아 온다면 네 품에 안겨 힘들었다고 말하고 실컷 울고만 싶어 아마 그럴 순 없겠지 이런게 이별이겠지
농담 반 진담 반,슈가볼,뚫어지게 쳐다 좀 보지마 어쩔 줄 모르는 나를 알면서 이러는 너 난 싫어 어서 빨리 고백하라고 눈빛으로 자꾸 얘기하는 너 이건 또 뭐하자는 거야 이런 걸로 장난치지 말아요 헷갈리게 하지 말아요 농담인지 진담인지 확실히 해주면 안될까요 못되게 좀 굴지 말아요 이제는 말할게요 다 알면서 내게 이런 일은 한 번이면 난 됐어요 자꾸만 왜 다시 또 물어 봐 무슨 말이 더 듣고 싶은 거야 이미 다 말했잖아 알면서 더 그러는 거니 지금 정확히 그 각도 그 표정 네 얼굴 난 참을 수가 없단 말야 이런 걸로 장난치지 말아요 헷갈리게 하지 말아요 농담인지 진담인지 확실히 해주면 안될까요 못되게 좀 굴지 말아요 이제는 말할게요 다 알면서 내게 이런 일은 한 번이면 난 됐어요 무슨 겁이 그리 많냐고 놀리지 좀 말아줘 이런 걸로 장난치지 말아요 헷갈리게 하지 말아요 농담인지 진담인지 확실히 해주면 안될까요 못되게 좀 굴지 말아요 이제는 말할게요 다 알면서 내게 이런 일은 한 번이면 난 됐어요
